species,filename,year,month,day,eventDate,doy,decimalLatitude,decimalLongitude,elevation,elevationAccuracy,coordinateUncertaintyInMeters,verbatimElevation,n_leaves,area,perimeter,bbox_min_long_side,bbox_min_short_side,aspect_ratio,circularity,convexity,concavity
Campanula cochleariifolia,4925311136,1978,12,31,1978-12-31,365,46.9099,10.2599,NA,NA,NA,NA,14,0.12,2.255,0.95,0.265,1.1609685,0.349148,0.8910089999999999,0.108991
Campanula cochleariifolia,4997672100,1971,7,28,1971-07-28,209,47.075,9.791667,2000,NA,2500,NA,2,0.47,2.745,0.96,0.7050000000000001,0.898026,0.780424,0.962392,0.037608
Campanula cochleariifolia,4997675105,1974,8,15,1974-08-15,227,47.825,13.625,NA,NA,2500,NA,29,0.27,2.78,1.13,0.44,1.277778,0.529193,0.945068,0.054932
Campanula cochleariifolia,4997677909,1955,7,23,1955-07-23,204,47.175,13.208333,NA,NA,2500,NA,17,0.11,2.35,1.03,0.3,1.013072,0.241459,0.780509,0.219491
Campanula cochleariifolia,4997687810,1961,7,1,1961-07-01,182,48.275,13.125,NA,NA,2500,NA,7,0.21,2.6,1.08,0.29,0.802632,0.316293,0.847816,0.152184
Campanula cochleariifolia,5004379287,1997,7,20,1997-07-20,201,47.08417,14.93667,1590,50,200,NA,4,0.025,0.9199999999999999,0.395,0.18,0.6862745,0.3736075,0.8233465,0.17665350000000002
Campanula cochleariifolia,5004443978,1999,7,23,1999-07-23,204,47.55944,13.82333,780,NA,200,NA,12,0.02,0.755,0.29,0.155,0.943574,0.434941,0.859206,0.140794
Campanula cochleariifolia,5138081318,1839,6,NA,1839-06,NA,47.350158,8.490811,860,NA,100,NA,8,0.165,2.35,0.915,0.345,1.2677960000000001,0.339461,0.850927,0.149073
Campanula cochleariifolia,5891267302,1913,7,27,1913-07-27T00:00,208,46.909335,9.441293,NA,NA,1101,NA,2,0.415,3.535,1.4300000000000002,0.5,0.6056064999999999,0.466554,0.9082479999999999,0.091752
Campanula cochleariifolia,5891267303,2006,8,16,2006-08-16T00:00,228,47.166591,9.298699,1681,NA,NA,1681m,2,0.42,2.75,0.9650000000000001,0.63,1.409726,0.7042824999999999,0.950735,0.049264999999999996
Campanula cochleariifolia,5891267306,1929,8,11,1929-08-11T00:00,223,47.146831,9.281718,1400,NA,360,1400m,1,0.23,2.59,0.76,0.51,0.883495,0.430626,0.856261,0.143739
Campanula cochleariifolia,5891267307,1903,6,28,1903-06-28T00:00,179,47.112369,9.215826,NA,NA,NA,NA,5,0.29,2.69,1.08,0.45,0.980645,0.409094,0.859061,0.140939
Campanula cochleariifolia,5891267326,2006,8,16,2006-08-16T00:00,228,47.155845,9.301108,2109,NA,NA,2109m,7,0.22,2.66,1.06,0.35,0.540816,0.410587,0.881524,0.118476
Campanula cochleariifolia,5891267330,2006,7,27,2006-07-27T00:00,208,47.180177,9.297601,1415,NA,NA,1415m,1,0.34,2.34,0.77,0.63,1.09375,0.781247,0.958298,0.041702
Campanula cochleariifolia,5891267338,2006,8,16,2006-08-16T00:00,228,47.155576,9.299384,2011,NA,NA,2011m,1,0.15,1.73,0.68,0.35,1.655172,0.62891300000000006,0.936944,0.063056
Campanula cochleariifolia,5891267341,1879,7,25,1879-07-25T00:00,206,47.423508,9.547642,NA,NA,1338,NA,3,0.18,2.31,0.84,0.42,1.43617,0.433389,0.871055,0.128945
Campanula cochleariifolia,5891267349,1903,7,18,1903-07-18T00:00,199,47.295794,9.076439,780,NA,417,780m,1,0.19,2.29,0.98,0.3,1.294737,0.466018,0.917651,0.082349
Campanula cochleariifolia,5891267356,1898,8,8,1898-08-08T00:00,220,46.927733,9.456102,NA,NA,9239,NA,10,0.25,3.71,1.4649999999999999,0.275,0.8685215,0.19923849999999999,0.787282,0.21271800000000002
Campanula cochleariifolia,5891267362,2006,8,16,2006-08-16T00:00,228,47.153571,9.30372,2273,NA,NA,2273m,1,0.15,2.05,0.91,0.24,6.35,0.450001,0.951552,0.048448
Campanula cochleariifolia,5891267368,1902,8,24,1902-08-24T00:00,236,47.292786,9.041965,NA,NA,365,NA,2,0.11,2.1799999999999997,0.885,0.245,1.1692945,0.234653,0.755845,0.244155
Campanula cochleariifolia,5891267369,1915,8,20,1915-08-20T00:00,232,47.188007,9.250749,875,NA,1170,875m,18,0.06,1.565,0.595,0.20500000000000002,1.6667684999999999,0.33515799999999996,0.835118,0.164882
Campanula cochleariifolia,5891267375,1922,6,20,1922-06-20T00:00,171,47.170814,9.478176,449,NA,624,NA,8,0.05,1.315,0.53,0.195,0.9134614999999999,0.37194499999999997,0.8922685,0.10773150000000001
Campanula cochleariifolia,5891267384,1913,6,24,1913-06-24T00:00,175,47.332208,9.138079,660,NA,845,660m,10,0.15,2.135,0.825,0.33,0.7475845,0.5395795,0.9416475,0.0583525
Campanula cochleariifolia,5891267390,2006,8,16,2006-08-16T00:00,228,47.155845,9.301108,2109,NA,NA,2109m,4,0.21000000000000002,2.77,1.1600000000000001,0.355,2.145743,0.4534485,0.90109,0.09891
Campanula cochleariifolia,5891267391,2006,8,16,2006-08-16T00:00,228,47.153571,9.30372,2273,NA,NA,2273m,6,0.055,1.58,0.65,0.19,1.086949,0.3138785,0.8090465,0.1909535
Campanula cochleariifolia,5891267392,1891,8,18,1891-08-18T00:00,230,46.977251,9.511211,NA,NA,945,NA,3,0.49,2.97,1.05,0.52,0.772358,0.700673,0.9516,0.0484
Campanula cochleariifolia,5891267394,1891,8,12,1891-08-12T00:00,224,46.926922,9.467095,NA,NA,802,NA,2,0.38,3.3200000000000003,1.32,0.54,1.1405474999999998,0.39469,0.891576,0.10842399999999999
Campanula cochleariifolia,5891267400,2006,8,16,2006-08-16T00:00,228,47.155845,9.301108,2109,NA,NA,2109m,3,0.06,1.77,0.74,0.24,0.855769,0.252111,0.877319,0.122681
Campanula cochleariifolia,5891267403,1889,6,20,1889-06-20T00:00,171,47.126127,9.206262,NA,NA,9863,NA,4,0.14,2.0500000000000003,0.8200000000000001,0.35,0.86025,0.520707,0.8987134999999999,0.1012865
Campanula cochleariifolia,5891267405,1938,6,25,1938-06-25T00:00,176,47.460472,9.16438,510,NA,94,510m,4,0.065,1.5750000000000002,0.67,0.2,1.7080795,0.29404549999999996,0.7929010000000001,0.207099
Campanula cochleariifolia,5891267406,2006,7,27,2006-07-27T00:00,208,47.180177,9.297601,1415,NA,NA,1415m,8,0.22499999999999998,2.105,0.765,0.475,1.4626695,0.653343,0.936043,0.063957
Campanula cochleariifolia,5891267408,1912,8,3,1912-08-03T00:00,216,47.148234,9.295468,NA,NA,545,NA,1,0.04,1.45,0.61,0.23,1.045455,0.229193,0.800836,0.199164
Campanula cochleariifolia,5891267416,2006,7,9,2006-07-09T00:00,190,47.16925,9.296165,1562,NA,NA,1562m,2,0.095,1.945,0.845,0.22000000000000003,2.8829025,0.301958,0.8359300000000001,0.16407
Campanula cochleariifolia,5891267418,1903,7,NA,1903-07,66,47.137223,9.286423,850,NA,900,850m,11,0.1,1.59,0.66,0.25,1.148649,0.283068,0.86291,0.13709
Campanula cochleariifolia,5891267433,1856,7,NA,1856-07,NA,47.39212,9.509887,NA,NA,763,NA,11,0.17,2.22,0.84,0.29,0.940594,0.387532,0.889366,0.110634
Campanula cochleariifolia,5891267435,2006,8,16,2006-08-16T00:00,228,47.166591,9.298699,1681,NA,NA,1681m,1,0.16,1.73,0.62,0.38,0.722892,0.656408,0.935882,0.064118
Campanula cochleariifolia,5891267441,1903,6,28,1903-06-28T00:00,179,47.122305,9.206096,NA,NA,9956,NA,1,0.15,2.19,0.9,0.34,2.5,0.396455,0.864189,0.135811
Campanula cochleariifolia,5891267446,2006,7,27,2006-07-27T00:00,208,47.180177,9.297601,1415,NA,NA,1415m,1,0.04,1.26,0.55,0.18,0.526316,0.301684,0.843575,0.156425
Campanula cochleariifolia,5891267450,1911,7,26,1911-07-26T00:00,207,47.142169,9.259008,NA,NA,475,NA,7,0.16,2.48,0.96,0.35,0.945055,0.275772,0.86583,0.13417
Campanula cochleariifolia,5891267482,1923,7,21,1923-07-21T00:00,202,47.170814,9.478176,NA,NA,624,NA,31,0.06,1.58,0.68,0.21,1.054545,0.340278,0.89934,0.10066
Campanula cochleariifolia,5891267484,2006,8,16,2006-08-16T00:00,228,47.155576,9.299384,2011,NA,NA,2011m,2,0.12,1.75,0.715,0.305,1.2336675000000001,0.4744305,0.9114964999999999,0.0885035
Campanula cochleariifolia,5891267492,2006,8,16,2006-08-16T00:00,228,47.161377,9.301208,1812,NA,NA,1812m,3,0.12,1.77,0.74,0.26,2.135135,0.707989,0.954453,0.045547
Campanula cochleariifolia,5891267493,2006,8,16,2006-08-16T00:00,228,47.155576,9.299384,2011,NA,NA,2011,2,0.32999999999999996,2.455,0.815,0.6399999999999999,1.2831929999999998,0.690279,0.926385,0.073615
Campanula cochleariifolia,5891267511,1909,7,NA,1909-07,250,47.09933,9.243431,800,NA,959,800m,16,0.54,4.085,1.46,0.585,1.0774685,0.45941699999999996,0.9039855,0.0960145
Campanula cochleariifolia,5892233322,1945,NA,NA,1945,NA,46.91954,9.441765,1440,NA,356,1440m,28,0.24,3.565,1.4849999999999999,0.355,0.706472,0.29364,0.9164985,0.0835015
Campanula cochleariifolia,5892233337,1944,7,6,1944-07-06T00:00,188,47.385606,9.654021,NA,NA,2531,NA,7,0.36,2.96,0.99,0.63,0.735714,0.600998,0.941237,0.058763
Campanula cochleariifolia,5892233352,1945,NA,NA,1945,NA,46.91954,9.441765,1440,NA,356,1440m,18,0.29000000000000004,3.3150000000000004,1.335,0.4,1.0423945,0.453819,0.918662,0.081338
Campanula cochleariifolia,5892233353,1954,NA,NA,1954,NA,46.91954,9.441765,NA,NA,NA,NA,14,0.425,3.5,1.26,0.49,0.716899,0.543488,0.9305285,0.06947149999999999
Campanula cochleariifolia,5892233355,1945,NA,NA,1945,NA,46.91954,9.441765,1440,NA,356,1440m,10,0.345,3.8,1.56,0.425,1.1781700000000002,0.3975535,0.9126595,0.0873405
Campanula cochleariifolia,5892233371,1954,NA,NA,1954,NA,46.91954,9.441765,NA,NA,NA,NA,28,0.235,2.9450000000000003,1.2,0.31,0.8464285,0.338966,0.916833,0.08316699999999999
Campanula cochleariifolia,5892233380,1954,NA,NA,1954,NA,46.91954,9.441765,NA,NA,NA,NA,9,0.25,2.77,1.07,0.46,0.746154,0.524891,0.901025,0.098975
Campanula cochleariifolia,5892233387,1944,7,6,1944-07-06T00:00,188,47.385606,9.654021,NA,NA,2531,NA,42,0.155,1.97,0.84,0.33999999999999997,1.163492,0.5073085,0.930689,0.069311
Campanula cochleariifolia,5892233391,1944,7,6,1944-07-06T00:00,188,47.385606,9.654021,NA,NA,2531,NA,2,0.155,3.175,1.065,0.35,2.4369065,0.19452049999999999,0.789311,0.21068900000000002
Campanula cochleariifolia,5893167304,1918,6,13,1918-06-13T00:00,164,46.246149,9.154015,300,NA,835,300m,7,0.1,1.43,0.59,0.29,1.73913,0.581368,0.919679,0.080321
Campanula cochleariifolia,5893167306,1941,NA,NA,1941,NA,46.681036,9.884484,2000,NA,NA,2000m,11,0.14,2.31,0.88,0.33,0.654545,0.342528,0.836429,0.163571
Campanula cochleariifolia,5893167310,1901,9,10,1901-09-10T00:00,253,46.809904,9.82301,1900,NA,353,1900m,12,0.27,3.225,1.37,0.36,0.9834905,0.26023,0.88819,0.11181
Campanula cochleariifolia,5893167311,2006,8,23,2006-08-23T00:00,235,46.807995,9.818259,1985,NA,NA,1978 m,5,0.27,3.23,1.46,0.33,2.092308,0.298416,0.919757,0.080243
Campanula cochleariifolia,5893167312,1904,7,23,1904-07-23T00:00,205,46.824288,9.606239,NA,NA,1058,NA,5,0.18,2.39,1.03,0.31,1.595238,0.418028,0.943964,0.056036
Campanula cochleariifolia,5893167315,1921,8,NA,1921-08,NA,46.605439,9.560583,NA,NA,961,NA,13,0.29,3.37,1.43,0.45,1.448,0.347805,0.881294,0.118706
Campanula cochleariifolia,5893167318,1979,7,7,1979-07-07T00:00,188,46.589464,10.410233,1800,NA,1656,NA,6,0.16499999999999998,2.205,0.95,0.29000000000000004,1.3540990000000002,0.320176,0.888147,0.11185300000000001
Campanula cochleariifolia,5893167320,1900,7,NA,1900-07,NA,46.768327,9.061228,NA,NA,NA,NA,11,0.36,2.97,1.16,0.51,0.858696,0.568522,0.942988,0.057012
Campanula cochleariifolia,5893167325,1987,7,13,1987-07-13T00:00,194,46.795876,9.405799,600,NA,NA,600m,8,0.11,1.92,0.735,0.3,1.371212,0.545167,0.8999174999999999,0.10008249999999999
Campanula cochleariifolia,5893167329,1913,9,1,1913-09-01T00:00,244,46.763814000000004,9.67728,1870,NA,241,1870m,17,0.39,3.95,1.62,0.5,1.238636,0.374334,0.914905,0.085095
Campanula cochleariifolia,5893167331,1920,8,8,1920-08-08T00:00,221,46.624617,10.015905,1654,NA,1873,NA,28,0.33999999999999997,3.33,1.25,0.47,1.2377159999999998,0.46053849999999996,0.9259865,0.0740135
Campanula cochleariifolia,5893167334,1899,8,10,1899-08-10T00:00,222,46.4217,9.727545,1799,NA,3341,NA,13,0.17,2.71,1.16,0.32,0.84466,0.246112,0.767949,0.232051
Campanula cochleariifolia,5893167335,1900,8,5,1900-08-05T00:00,217,46.679724,10.209303,2681,NA,NA,NA,10,0.28,3.0549999999999997,1.29,0.4,1.995791,0.3495425,0.8947465,0.1052535
Campanula cochleariifolia,5893167336,1901,8,28,1901-08-28T00:00,240,46.65786,10.135244,2548,NA,539,NA,2,0.12,2.465,1.08,0.26,1.418418,0.270509,0.8446834999999999,0.1553165
Campanula cochleariifolia,5893167337,1918,6,13,1918-06-13T00:00,164,46.246149,9.154015,330,NA,835,330m,4,0.095,1.5,0.615,0.27,1.6421005,0.502255,0.8810205,0.1189795
Campanula cochleariifolia,5893167338,2006,8,23,2006-08-23T00:00,235,46.807995,9.818259,1978,NA,NA,1978,4,0.14,2.15,0.94,0.275,1.8221155,0.4037155,0.9012895,0.0987105
Campanula cochleariifolia,5893167339,1940,7,10,1940-07-10T00:00,192,46.884347,9.478035,2109,NA,4209,NA,16,0.185,2.47,1.01,0.355,0.7441265,0.36104250000000004,0.877281,0.12271900000000001
Campanula cochleariifolia,5893167341,1919,8,NA,1919-08,NA,46.861562,9.573088,1500,NA,NA,1500m,25,0.21,2.73,1.18,0.34,1.2,0.395301,0.915982,0.084018
Campanula cochleariifolia,5893167342,1917,7,4,1917-07-04T00:00,185,46.246149,9.154015,300,NA,835,300m,6,0.16,1.955,0.78,0.33999999999999997,1.007155,0.441293,0.862503,0.137497
Campanula cochleariifolia,5893167344,1903,8,2,1903-08-02T00:00,214,46.626577,10.125382,2210,NA,1547,NA,1,0.09,2.61,1.15,0.27,0.365591,0.167162,0.749432,0.250568
Campanula cochleariifolia,5893167346,1889,7,23,1889-07-23T00:00,204,46.776458,9.666871,NA,NA,NA,NA,1,0.42,3.43,1.44,0.56,2.389474,0.44565,0.932399,0.067601
Campanula cochleariifolia,5893167350,1920,7,14,1920-07-14T00:00,196,46.823031,9.696894,1260,NA,NA,1260m,7,0.14,2.23,0.86,0.33,1.138298,0.29289,0.871091,0.128909
Campanula cochleariifolia,5893167351,1901,8,28,1901-08-28T00:00,240,46.603675,10.175228,1802,NA,7389,NA,6,0.1,2.02,0.81,0.245,1.8726745,0.3387505,0.870695,0.129305
Campanula cochleariifolia,5893167353,1984,7,17,1984-07-17T00:00,199,46.760873,8.879313,1500,NA,NA,1500m,6,0.055,2.395,0.96,0.195,1.0647745,0.2112435,0.7533385,0.2466615
Campanula cochleariifolia,5893167354,1894,8,8,1894-08-08T00:00,220,46.732739,9.851083,NA,NA,5677,NA,2,0.08499999999999999,2.02,0.845,0.19999999999999998,2.7852415,0.2123255,0.6518375000000001,0.34816250000000004
Campanula cochleariifolia,5893167355,1928,8,4,1928-08-04T00:00,217,46.742057,9.828732,NA,NA,3683,NA,2,0.09,3.125,0.8200000000000001,0.35,0.7910510000000001,0.14014,0.6313065,0.3686935
Campanula cochleariifolia,5893167357,1896,8,15,1896-08-15T00:00,228,46.877053,9.598618,1962,NA,866,NA,8,0.185,2.575,1.1,0.325,2.435228,0.31305700000000003,0.840085,0.159915
Campanula cochleariifolia,5893167358,2006,8,23,2006-08-23T00:00,235,46.808935,9.80767,2199,NA,NA,2199m,2,0.095,2.08,0.935,0.215,0.7756205,0.2741915,0.871943,0.128057
Campanula cochleariifolia,5893167360,1959,7,2,1959-07-02T00:00,183,46.848405,9.273491,1500,NA,NA,1500m,2,0.08,1.645,0.69,0.215,0.708626,0.354156,0.8694215000000001,0.13057850000000001
Campanula cochleariifolia,5893167361,1913,7,31,1913-07-31T00:00,212,46.772492,9.710599,2152,NA,NA,2150 m,1,0.03,1,0.42,0.18,1.125,0.37339,0.900677,0.099323
Campanula cochleariifolia,5893167362,1902,9,16,1902-09-16T00:00,259,46.296057,10.016742,2300,NA,NA,2300m,9,0.06,2.29,0.91,0.22,1.228571,0.22399,0.730948,0.269052
Campanula cochleariifolia,5893167363,1904,6,30,1904-06-30T00:00,182,46.500395,9.837882,NA,NA,NA,NA,7,0.39,4.32,1.86,0.4,1.27572,0.275917,0.924296,0.075704
Campanula cochleariifolia,5893167364,1917,8,13,1917-08-13T00:00,225,46.789489,9.638742,NA,NA,NA,NA,10,0.155,2.825,1.15,0.295,1.8146589999999998,0.1677535,0.6866275,0.3133725
Campanula cochleariifolia,5893167365,1988,7,11,1988-07-11T00:00,193,46.795876,9.405799,600,NA,NA,600m,41,0.13,1.71,0.64,0.35,0.929577,0.531902,0.918687,0.081313
Campanula cochleariifolia,5893167366,1901,7,NA,1901-07,7,46.969549,9.815411,NA,NA,NA,NA,4,0.07,1.48,0.645,0.20500000000000002,2.3694445,0.3475835,0.888889,0.111111
Campanula cochleariifolia,5893167367,1899,8,10,1899-08-10T00:00,222,46.4217,9.727545,1799,NA,3341,NA,25,0.13,2.33,0.97,0.29,1.197183,0.294718,0.824235,0.175765
Campanula cochleariifolia,5893167368,1895,7,NA,1895-07,NA,46.620865,9.736032,1752,NA,2674,NA,3,0.22,2.07,0.81,0.47,0.871287,0.655995,0.954681,0.045319
Campanula cochleariifolia,5893167369,1918,8,6,1918-08-06T00:00,218,46.597159,9.565395,NA,NA,NA,NA,1,0.09,2.11,0.84,0.23,0.872,0.253256,0.806844,0.193156
Campanula cochleariifolia,5893167372,1917,8,22,1917-08-22T00:00,234,46.762211,9.687529,NA,NA,502,NA,1,0.15,2.72,1.16,0.43,2.149533,0.261252,0.68327,0.31673
Campanula cochleariifolia,5893167377,1956,8,9,1956-08-09T00:00,222,46.601909,9.958912,1727,NA,1766,NA,27,0.17,2.5,1.04,0.33,1.198198,0.283254,0.849706,0.150294
Campanula cochleariifolia,5893167385,1901,8,28,1901-08-28T00:00,240,46.357406,10.018576,NA,NA,NA,NA,1,0.16,2.05,0.9,0.3,1.09375,0.477489,0.950869,0.049131
Campanula cochleariifolia,5893167387,2006,8,23,2006-08-23T00:00,235,46.807995,9.818259,1978,NA,NA,1978m,6,0.14,2.4299999999999997,1.03,0.28,1.644531,0.33508,0.8789815000000001,0.1210185
Campanula cochleariifolia,5893167388,1906,7,30,1906-07-30T00:00,211,46.513677,9.857932,1734,NA,NA,NA,5,0.2,2.66,1,0.33,3.490566,0.216679,0.715048,0.284952
Campanula cochleariifolia,5893167389,1917,7,4,1917-07-04T00:00,185,46.246149,9.154015,330,NA,835,330m,7,0.1,2.03,0.83,0.3,1.190476,0.247777,0.877783,0.122217
Campanula cochleariifolia,5893167390,1913,8,21,1913-08-21T00:00,233,46.776723,9.68688,1600,NA,360,1600m,8,0.185,2,0.725,0.305,1.0668465,0.4529095,0.928884,0.071116
Campanula cochleariifolia,5893167391,1906,8,11,1906-08-11T00:00,223,46.42662,10.040324,2300,NA,NA,2300m,13,0.13,1.75,0.62,0.35,0.886364,0.5926,0.952727,0.047273
Campanula cochleariifolia,5893167392,1898,8,2,1898-08-02T00:00,214,46.532449,9.836626,2850,NA,NA,NA,16,0.22999999999999998,3.035,1.065,0.43999999999999995,1.117302,0.330576,0.8648184999999999,0.1351815
Campanula cochleariifolia,5893167394,2006,8,23,2006-08-23T00:00,235,46.80621,9.824891,1806,NA,NA,1806,5,0.26,3.07,1.38,0.35,1.902439,0.294507,0.911631,0.088369
Campanula cochleariifolia,5893167395,1918,8,6,1918-08-06T00:00,218,46.597159,9.565395,NA,NA,NA,NA,7,0.17,2.56,1.08,0.28,1.831169,0.297863,0.883755,0.116245
Campanula cochleariifolia,5893167396,1890,7,20,1890-07-20T00:00,201,46.421311,9.727401,1799,NA,2994,NA,3,0.1,2.59,1.12,0.29,0.902256,0.184011,0.657083,0.342917
Campanula cochleariifolia,5893167397,1919,8,NA,1919-08,NA,46.861562,9.573088,1500,NA,NA,1500m,36,0.16,2.575,1.065,0.325,1.4615974999999999,0.410334,0.892809,0.10719100000000001
Campanula cochleariifolia,5893167399,1898,8,NA,1898-08,NA,46.394171,9.776186,2038,NA,3504,NA,3,0.31,4.42,1.84,0.39,1.278846,0.230727,0.814625,0.185375
Campanula cochleariifolia,5893167400,1925,8,12,1925-08-12T00:00,224,46.80636,9.828106,1700,NA,NA,1700m,24,0.265,2.89,1.2149999999999999,0.35,0.951435,0.355583,0.916215,0.083785
Campanula cochleariifolia,5893167403,1920,7,14,1920-07-14T00:00,196,46.82303,9.696894,1260,NA,NA,1260m,10,0.275,2.69,1.065,0.355,1.5206155,0.3717485,0.8966125,0.1033875
Campanula cochleariifolia,5893167404,1920,9,4,1920-09-04T00:00,248,46.781794,9.706461,1880,NA,545,1880m,9,0.12,2.18,0.94,0.29,1.05,0.32212,0.867377,0.132623
Campanula cochleariifolia,5893167411,1913,7,17,1913-07-17T00:00,198,46.883067,9.857202,1020,NA,187,1020m,9,0.58,4.52,1.91,0.53,0.614458,0.363387,0.892655,0.107345
Campanula cochleariifolia,5893167416,1945,6,29,1945-06-29T00:00,180,46.673888,9.687753,1046,NA,NA,NA,2,0.22500000000000003,3.075,1.29,0.42,1.048964,0.312615,0.8081695,0.1918305
Campanula cochleariifolia,5893167417,1902,7,6,1902-07-06T00:00,187,46.849489,9.537313,675,NA,370,NA,4,0.31,2.62,0.99,0.495,0.5841814999999999,0.6017075,0.9365684999999999,0.0634315
Campanula cochleariifolia,5893167419,1907,8,2,1907-08-02T00:00,214,46.768597,9.789378,NA,NA,893,NA,1,0.11,3.32,1.23,0.52,1,0.128724,0.329248,0.670752
Campanula cochleariifolia,5893167421,1977,7,14,1977-07-14T00:00,195,46.92479,10.361803,2070,NA,1910,NA,5,0.15,2.62,1.04,0.3,1.060345,0.34561,0.894155,0.105845
Campanula cochleariifolia,5893167426,1915,7,16,1915-07-16T00:00,197,46.500937,9.842307,1885,NA,84,NA,20,0.08499999999999999,2.56,1.08,0.25,1.2600850000000001,0.1627285,0.681638,0.31836200000000003
Campanula cochleariifolia,5931831523,1996,7,7,1996-07-07,189,42.8825,13.20083,1550,NA,NA,NA,5,0.03,1.1,0.48,0.17,0.552632,0.292481,0.851441,0.148559
Campanula cochleariifolia,911747431,2013,7,19,2013-07-19,200,47.55833,11.47778,790,NA,NA,NA,9,0.13,2.04,0.86,0.31,1.109589,0.359388,0.908643,0.091357
Aster alpinus,1697291115,1980,8,15,1980-08-15,228,52.264613,93.101004,570,NA,1000,570,3,0.37,4.8,2.16,0.39,0.417323,0.228665,0.839008,0.160992
Aster alpinus,1697681844,1934,7,11,1934-07-11,192,53.434873,49.680327,NA,NA,NA,NA,2,1.425,8.74,3.665,0.7849999999999999,2.127534,0.2341625,0.7878164999999999,0.2121835
Aster alpinus,1697681848,1961,7,19,1961-07-19,200,53.35,57.783333,NA,NA,NA,NA,2,0.285,3.2199999999999998,1.31,0.365,0.6998719999999999,0.3398355,0.879149,0.120851
Aster alpinus,1697841638,1959,7,16,1959-07-16,197,43.241178,42.48316,NA,NA,2500,NA,9,0.33,4.1,1.76,0.37,0.889262,0.286371,0.849295,0.150705
Aster alpinus,1701319345,1967,8,1,1967-08-01,213,62.65769,8.70421,130,NA,37081,NA,6,0.61,6.13,2.5549999999999997,0.49,0.8290245,0.25577300000000003,0.835646,0.164354
Aster alpinus,1804597010,1977,7,29,1977-07-29,210,55.8667,-86.7667,NA,NA,NA,NA,14,0.79,6.725,2.925,0.525,0.4655135,0.2261695,0.8726835,0.1273165
Aster alpinus,187094572,1987,8,1,1987-08-01,213,62.5399,9.1069,NA,NA,707,NA,4,1.095,7.145,2.88,0.7050000000000001,0.40896849999999996,0.26890800000000004,0.804481,0.195519
Aster alpinus,1913349891,2013,7,17,2013-07-17,198,60.4076,-137.613,NA,NA,NA,1099m-1099m,3,0.95,5.78,2.31,0.87,1.108696,0.262975,0.851267,0.148733
Aster alpinus,1929437316,1973,6,25,1973-06-25,176,68.73,-136.32,NA,NA,NA,NA,8,0.3,4.05,1.795,0.37,0.38411850000000003,0.18982300000000002,0.7915795,0.2084205
Aster alpinus,1929599078,1936,5,19,1936-05-19,140,40.864591,-73.877952,NA,NA,NA,NA,3,0.42,6.05,2.53,0.37,0.693333,0.141033,0.74303,0.25697
Aster alpinus,1930255539,1936,5,19,1936-05-19,140,40.864591,-73.877952,NA,NA,NA,NA,4,1.215,6.4399999999999995,2.56,0.79,0.4324665,0.27232449999999997,0.835685,0.164315
Aster alpinus,1930561549,1919,7,21,1919-07-21,202,38.772216,-106.561696,NA,NA,NA,9800 ft,3,2.04,12.23,5.29,0.89,2.266667,0.270733,0.751611,0.248389
Aster alpinus,1935653426,1903,8,2,1903-08-02,214,46.62139,12.90611,1540,NA,500,NA,4,0.23,2.52,1.095,0.4,1.2888345,0.41280150000000004,0.9145905,0.0854095
Aster alpinus,1935653685,2014,7,24,2014-07-24,205,47.75861,15.835,1795,NA,50,NA,1,0.08,2.23,0.98,0.34,0.734375,0.207403,0.776882,0.223118
Aster alpinus,1935654059,1860,NA,NA,1860,NA,47.76667,15.80417,NA,NA,1000,NA,3,0.06,1.71,0.74,0.25,0.6875,0.245596,0.668831,0.331169
Aster alpinus,1988120510,1948,7,14,1948-07-14,196,61.766667,-138.616667,NA,NA,NA,NA,4,0.8049999999999999,6.04,2.65,0.61,0.6047724999999999,0.259994,0.865238,0.134762
Aster alpinus,1988166850,1989,7,26,1989-07-26,207,59.166667,-125.833333,NA,NA,NA,NA,3,0.36,3.32,1.37,0.47,0.65528,0.232346,0.69323,0.30677
Aster alpinus,1988239699,1944,7,18,1944-07-18,200,60.95,-138.416667,NA,NA,NA,4200 ft,3,0.21,3.53,1.17,0.39,0.833333,0.245579,0.735291,0.264709
Aster alpinus,2242373971,1998,7,26,1998-07-26,207,39.834352,-105.430803,2585,NA,NA,8480 FT,1,0.51,4.91,2.1,0.62,0.485356,0.266434,0.745767,0.254233
Aster alpinus,2242388661,2001,7,8,2001-07-08,189,39.834263,-105.428126,2591,NA,NA,8500 FT ca,2,1.435,8.755,3.8449999999999998,0.725,0.708746,0.2374115,0.8070845,0.19291550000000002
Aster alpinus,2242399217,1887,6,NA,1887-06,NA,46.021256,7.74912,1620,NA,5300,5315 ft.,4,1.4,7.77,3.325,0.775,0.7599739999999999,0.24637549999999997,0.818638,0.181362
Aster alpinus,2242399704,1981,5,25,1981-05-25,145,39.732042,-104.961511,NA,NA,227,NA,3,0.54,5.39,2.26,0.46,0.508982,0.179638,0.822201,0.177799
Aster alpinus,2562058950,1971,6,26,1971-06-26,177,60.5,59.94,NA,NA,1000,NA,7,0.77,5.58,2.43,0.58,0.653465,0.282538,0.881306,0.118694
Aster alpinus,2575335065,1920,6,28,1920-06-28T00:00,180,46.699836,9.736612,1250,NA,NA,1250 m,5,0.48,4.7,1.73,0.42,0.392308,0.188404,0.76504,0.23496
