species,filename,year,month,day,eventDate,doy,decimalLatitude,decimalLongitude,elevation,elevationAccuracy,coordinateUncertaintyInMeters,verbatimElevation,n_leaves,area,perimeter,bbox_min_long_side,bbox_min_short_side,aspect_ratio,circularity,convexity,concavity
Trifolium alpinum,3383287297,1919,8,NA,1919-08,NA,46.027499,7.968889,2304,NA,NA,2300 m,13,0.43,5.09,1.82,0.55,1.144654,0.232144,0.813763,0.186237
Trifolium alpinum,3383288381,1871,7,NA,1871-07,NA,46.028056,7.980833,2472,NA,NA,NA,22,0.45999999999999996,4.54,1.655,0.5449999999999999,0.956471,0.3314395,0.8657174999999999,0.1342825
Trifolium alpinum,3383288405,1895,7,NA,1895-07,NA,46.21,7.7025,1848,NA,NA,1850 m,6,0.73,5.53,1.9649999999999999,0.5549999999999999,1.042357,0.3234765,0.860933,0.139067
Trifolium alpinum,3383288470,2006,8,7,2006-08-07T00:00,219,46.247222,8.036667,2082,NA,NA,2050 - 2100 m,4,0.9550000000000001,6.675000000000001,2.5999999999999996,0.7849999999999999,1.5114945,0.267406,0.7937405,0.20625949999999998
Trifolium alpinum,3383289357,1946,7,16,1946-07-16T00:00,197,46.131388,7.943889,1866,NA,NA,NA,17,1.2,7.22,2.84,0.62,0.831461,0.301908,0.851924,0.148076
Trifolium alpinum,3383289386,1881,8,NA,1881-08,NA,45.99,7.696667,2869,NA,NA,NA,6,0.545,4.115,1.725,0.535,1.0742695,0.3838005,0.905062,0.094938
Trifolium alpinum,3383289481,1928,NA,NA,1928,NA,46.021066,7.295367,2193,NA,NA,NA,2,1.5949999999999998,6.915000000000001,2.3850000000000002,0.995,1.2961144999999998,0.3297265,0.8129040000000001,0.187096
Trifolium alpinum,3383289591,1891,NA,NA,1891,NA,46.246667,8.028333,1995,NA,NA,NA,2,0.27,4.27,1.6,0.46499999999999997,1.0684965,0.18990200000000002,0.6374955,0.3625045
Trifolium alpinum,3383290327,1880,8,NA,1880-08,NA,46.110555,7.319722,2185,NA,NA,NA,19,0.41,4.22,1.64,0.5,0.880952,0.290658,0.847605,0.152395
Trifolium alpinum,3383290433,1876,8,18,1876-08-18T00:00,231,45.938611,7.380556,2446,NA,NA,2450 m,34,0.395,4.03,1.6,0.49,0.9892084999999999,0.32374000000000003,0.8687199999999999,0.13128
Trifolium alpinum,3383290460,1978,7,8,1978-07-08T00:00,189,46.251666,8.009397,2182,NA,NA,NA,6,0.20500000000000002,3.2750000000000004,1.3399999999999999,0.31,0.840794,0.2132375,0.7861875,0.2138125
Trifolium alpinum,3383291394,1919,8,19,1919-08-19T00:00,231,46.108611,7.928611,1801,NA,NA,NA,14,0.53,4.745,1.905,0.545,0.7914105,0.3337335,0.9065435,0.0934565
Trifolium alpinum,3383291443,1952,7,22,1952-07-22T00:00,204,46.032777,7.97,2395,NA,NA,2400 m,20,0.39,4.32,1.665,0.49,1.035717,0.24910500000000002,0.7946595,0.20534049999999998
Trifolium alpinum,3383291460,1944,7,12,1944-07-12T00:00,194,45.995833,7.753611,2395,NA,NA,2400 m,20,0.33,3.69,1.455,0.41000000000000003,1.171709,0.29775799999999997,0.8492975,0.15070250000000002
Trifolium alpinum,3383291499,1893,8,14,1893-08-14T00:00,226,46.576944,8.388056,2272,NA,NA,2200 - 2400 m,8,0.21,2.67,1.0550000000000002,0.33499999999999996,0.660714,0.2854895,0.8432445,0.1567555
Trifolium alpinum,3383291507,1893,7,9,1893-07-09T00:00,190,46.246667,8.028333,1995,NA,NA,2000 m,7,0.47,4.42,1.73,0.41,0.512281,0.366343,0.895045,0.104955
Trifolium alpinum,3383291513,1911,7,NA,1911-07,NA,46.243888,8.02,1973,NA,NA,NA,5,0.8,4.36,1.68,0.62,1.411111,0.359881,0.926929,0.073071
Trifolium alpinum,3383291547,1981,7,11,1981-07-11T00:00,192,46.246666,8.028333,1995,NA,NA,NA,19,0.44,4.34,1.95,0.45,0.601399,0.273259,0.901101,0.098899
Trifolium alpinum,3383292544,1986,7,7,1986-07-07T00:00,188,46.564868,8.38162,2038,NA,NA,2000 m,4,1.6149999999999998,9.885,2.335,1.355,0.953641,0.15535749999999998,0.6129,0.3871
Trifolium alpinum,3383292576,1898,7,NA,1898-07,NA,46.135833,7.228611,1895,NA,NA,1900 m,19,0.55,4.42,1.82,0.48,1.094488,0.339164,0.908951,0.091049
Trifolium alpinum,3383292592,1883,7,10,1883-07-10T00:00,191,46.043705,7.11751,2381,NA,NA,NA,22,0.61,5.23,2.1,0.55,0.8696805000000001,0.306623,0.887576,0.112424
Trifolium alpinum,3383293421,1948,6,9,1948-06-09T00:00,161,46.114722,7.933056,1810,NA,NA,NA,15,0.6,5.77,2.13,0.64,0.660574,0.241055,0.775319,0.224681
Trifolium alpinum,3383293540,1905,7,13,1905-07-13T00:00,194,46.176944,7.098889,2200,NA,NA,2150 - 2400 m,28,0.6699999999999999,5.074999999999999,2.15,0.595,0.6043080000000001,0.310844,0.902414,0.097586
Trifolium alpinum,3383293580,1915,8,9,1915-08-09T00:00,221,46.374444,8.024722,1852,NA,NA,1850 m,7,1.25,8.56,3.18,0.94,1.390244,0.200856,0.741671,0.258329
Trifolium alpinum,3383294456,1949,6,6,1949-06-06T00:00,157,46.205,7.863611,2047,NA,NA,2050 m,7,1.88,9.72,3.55,0.89,1.47546,0.270295,0.868543,0.131457
Trifolium alpinum,3383294473,2012,7,3,2012-07-03T00:00,185,46.022777,7.47,2266,NA,NA,NA,10,0.235,4.4350000000000005,1.725,0.38,0.8829005000000001,0.19078499999999998,0.8028265,0.1971735
Trifolium alpinum,3383295424,1960,7,14,1960-07-14T00:00,196,46.251666,8.016389,2095,NA,NA,2100 m,11,0.18,3.08,1.22,0.36,0.982301,0.287228,0.833026,0.166974
Trifolium alpinum,3383295478,1986,7,7,1986-07-07T00:00,188,46.564868,8.38162,2038,NA,NA,2000 m,18,1.47,9.06,2.6900000000000004,1.4049999999999998,0.835047,0.22238950000000002,0.7267545,0.27324550000000003
Trifolium alpinum,3383295532,1848,7,27,1848-07-27T00:00,209,46.561667,8.338056,2168,NA,NA,NA,2,0.15,2.575,1.0350000000000001,0.31000000000000005,1.0728845,0.34796249999999995,0.88829,0.11171
Trifolium alpinum,3383296333,1889,NA,NA,1889,NA,46.319167,7.635833,789,NA,NA,NA,4,0.215,3.07,1.245,0.325,1.3184874999999998,0.294701,0.842139,0.157861
Trifolium alpinum,3383296448,1881,8,NA,1881-08,NA,45.99,7.696667,2869,NA,NA,NA,12,0.885,6.285,2.34,0.725,1.141015,0.26557200000000003,0.8335684999999999,0.1664315
Trifolium alpinum,3383296546,1904,7,NA,1904-07,NA,46.246667,8.028333,1995,NA,NA,NA,31,0.51,4.47,1.78,0.51,1.046083,0.309885,0.892886,0.107114
Trifolium alpinum,3383296583,1981,8,11,1981-08-11T00:00,223,46.375,8.017778,2049,NA,NA,2050 m,12,0.26,4.220000000000001,1.54,0.42,0.902537,0.260662,0.8100505,0.1899495
Trifolium alpinum,3383297365,1868,7,NA,1868-07,NA,45.868889,7.170556,2475,NA,NA,NA,11,0.48,4.94,1.58,0.52,0.984962,0.29635,0.813934,0.186066
Trifolium alpinum,3383297415,1862,7,26,1862-07-26T00:00,207,46.003475,7.753515,2271,NA,NA,NA,3,0.34,3.5,1.4,0.41,0.582857,0.34596,0.844351,0.155649
Trifolium alpinum,3383297536,1907,6,23,1907-06-23T00:00,174,46.105277,6.935278,2306,NA,NA,2300 m,47,0.53,4.79,1.91,0.52,1.038136,0.324945,0.877808,0.122192
Trifolium alpinum,3383319233,1889,7,18,1889-07-18T00:00,199,46.022939,7.077255,1870,NA,NA,NA,12,0.7849999999999999,5.859999999999999,1.9049999999999998,0.66,0.748874,0.3054175,0.8710485,0.1289515
Trifolium alpinum,3383323466,1896,7,18,1896-07-18T00:00,200,46.239166,7.653333,3006,NA,NA,NA,2,0.61,7.09,1.585,0.79,1.209989,0.1603665,0.7046095,0.2953905
Trifolium alpinum,3383323532,1884,8,3,1884-08-03T00:00,216,46.173333,7.078889,2299,NA,NA,2300 m,6,1.27,6.75,2.205,1.145,0.761984,0.333137,0.8053475,0.1946525
Trifolium alpinum,3383323552,1982,6,29,1982-06-29T00:00,180,46.110277,7.638333,2020,NA,NA,1800 - 2200 m,10,0.9550000000000001,6.65,2.41,0.905,1.014837,0.24386249999999998,0.79032,0.20968
Trifolium alpinum,3383323604,1917,6,28,1917-06-28T00:00,179,46.088055,7.021111,1722,NA,NA,1750 m,14,0.77,5.324999999999999,2.1,0.765,0.9142275,0.313472,0.8168089999999999,0.183191
Trifolium alpinum,3383323657,1871,8,8,1871-08-08T00:00,220,46.491584,8.343558,2030,NA,NA,NA,6,1.03,6.8950000000000005,1.88,0.95,0.9028935,0.2540085,0.755981,0.24401899999999999
Trifolium alpinum,3383325240,1895,7,NA,1895-07,NA,46.21,7.7025,1848,NA,NA,1850 m,16,0.6599999999999999,5.5649999999999995,2.085,0.62,0.9140955,0.2835845,0.8397625,0.16023749999999998
Trifolium alpinum,3383327422,1911,7,7,1911-07-07T00:00,188,46.336347,8.130775,2210,NA,1887,NA,8,0.305,3.175,1.22,0.42000000000000004,1.2605765,0.3215345,0.88817,0.11183000000000001
Trifolium alpinum,3383327452,1916,7,27,1916-07-27T00:00,209,46.225833,7.623889,2202,NA,NA,2200 m,30,0.525,4.539999999999999,1.755,0.54,0.897161,0.3265735,0.8809255,0.1190745
Trifolium alpinum,3383327484,1944,7,24,1944-07-24T00:00,206,46.803611,10.221944,2206,NA,NA,NA,1,0.85,8.31,2.63,0.74,0.418317,0.153843,0.678729,0.321271
Trifolium alpinum,3383328393,1881,8,NA,1881-08,NA,45.99,7.696667,2869,NA,NA,NA,9,0.89,6.54,1.68,0.87,1.008403,0.237701,0.713756,0.286244
Trifolium alpinum,3383328413,1919,8,1,1919-08-01T00:00,213,45.983333,7.761111,2757,NA,NA,2770 m,1,0.36,3.23,1.33,0.44,0.62,0.427348,0.923691,0.076309
Trifolium alpinum,3383329365,1946,7,17,1946-07-17T00:00,198,46.238056,7.991667,2251,NA,NA,2250 m,8,0.215,3.175,1.315,0.305,0.765869,0.27505250000000003,0.8532219999999999,0.14677800000000002
Trifolium alpinum,3383329493,1873,7,1,1873-07-01T00:00,182,45.868888,7.170556,2475,NA,NA,NA,9,0.45,4.21,1.51,0.52,1.569444,0.341129,0.823272,0.176728
Trifolium alpinum,3383331464,1981,7,15,1981-07-15T00:00,196,46.251111,8.020278,2038,NA,NA,NA,6,1.255,8.465,3.6149999999999998,0.55,1.4943075,0.2076305,0.8543675,0.1456325
Trifolium alpinum,3383334420,1950,6,28,1950-06-28T00:00,179,46.219722,7.6,1671,NA,928,1700 m,9,0.68,5.82,2.05,0.77,1.104396,0.228664,0.69869,0.30131
Trifolium alpinum,3383334609,1923,7,13,1923-07-13T00:00,194,45.8675,7.163633,2459,NA,NA,2450 m,5,0.26,4.41,1.81,0.39,0.960396,0.277896,0.802984,0.197016
Trifolium alpinum,3383335471,1982,6,30,1982-06-30T00:00,181,46.151388,7.635278,2265,NA,NA,2100 - 2400 m,6,0.87,8.155000000000001,1.975,1.335,1.0236735000000001,0.197921,0.6140114999999999,0.3859885
Trifolium alpinum,3383335548,1866,7,29,1866-07-29T00:00,210,46.223333,7.6244440000000004,2197,NA,NA,2200 m,13,0.39,3.59,1.33,0.44,2.288136,0.339632,0.862132,0.137868
Trifolium alpinum,3383336379,1916,7,22,1916-07-22T00:00,204,46.225833,7.623889,2202,NA,NA,2200 m,20,0.605,4.715,1.835,0.635,0.8813690000000001,0.3115435,0.85554,0.14445999999999998
Trifolium alpinum,3383336482,1948,5,31,1948-05-31T00:00,152,46.110277,7.934167,1755,NA,NA,NA,21,0.45,4.19,1.57,0.45,1.35625,0.316742,0.834088,0.165912
Trifolium alpinum,3383336490,1952,6,7,1952-06-07T00:00,159,46.115833,7.925833,1960,NA,NA,1950 m,2,0.48,5.050000000000001,1.555,0.5700000000000001,1.2716470000000002,0.2548405,0.7686735,0.2313265
Trifolium alpinum,3383336583,1929,7,27,1929-07-27T00:00,208,46.246666,8.028333,1995,NA,NA,NA,21,0.45,4.04,1.58,0.48,0.978261,0.327192,0.863503,0.136497
Trifolium alpinum,3383336605,1916,6,12,1916-06-12T00:00,164,46.239166,7.653889,3015,NA,NA,NA,9,0.32,4.27,1.36,0.53,0.490132,0.351392,0.872659,0.127341
Trifolium alpinum,3383336625,1857,7,25,1857-07-25T00:00,206,45.868889,7.170556,2475,NA,NA,NA,15,0.32,3.8,1.49,0.39,1.168831,0.310447,0.867735,0.132265
Trifolium alpinum,3383337575,1873,7,14,1873-07-14T00:00,195,46.246666,8.028333,1995,NA,NA,NA,16,0.435,4.460000000000001,1.725,0.475,0.891197,0.276223,0.8425644999999999,0.1574355
Trifolium alpinum,3383337593,1896,8,14,1896-08-14T00:00,227,46.144444,7.598889,2501,NA,NA,2400 - 2600 m,7,0.28,3.33,1.46,0.47,0.983333,0.308319,0.804129,0.195871
Trifolium alpinum,4511801718,2018,8,10,2018-08-10,222,46.86073,12.36235,2024,164,3000,NA,12,0.615,4.82,1.8849999999999998,0.62,1.0575675,0.2494345,0.800378,0.19962200000000002
Trifolium alpinum,5070626779,1890,NA,NA,1890,NA,46.089734,6.412797,NA,NA,4850,NA,7,0.58,4.79,1.89,0.74,1.32,0.330883,0.841786,0.158214
Trifolium alpinum,5207936302,1839,7,NA,1839-07,NA,46.878855,8.83169,1975,NA,437,NA,8,0.30500000000000005,3.3899999999999997,1.45,0.35,0.9277219999999999,0.3302445,0.8908830000000001,0.10911699999999999
Trifolium alpinum,5888850307,1902,7,12,1902-07-12T00:00,193,46.637991,10.192319,NA,NA,1634,NA,3,0.74,4.95,2.15,0.56,1.048246,0.377979,0.940953,0.059047
Trifolium alpinum,5888850311,1838,7,NA,1838-07,NA,46.540591,9.201191,1524,NA,1873,5000',3,0.46,5.79,1.66,0.79,1.417683,0.288652,0.811692,0.188308
Trifolium alpinum,5888850314,1910,8,1,1910-08-01T00:00,213,46.618242,9.180937,NA,NA,NA,NA,2,1.4699999999999998,7.819999999999999,2.76,0.9750000000000001,0.268993,0.23454350000000002,0.8264469999999999,0.173553
Trifolium alpinum,5888850315,1918,8,18,1918-08-18T00:00,230,46.410949,10.027588,2300,NA,NA,2300m,21,0.69,5.22,2.06,0.56,1.314159,0.308317,0.891574,0.108426
Trifolium alpinum,5888850316,1889,NA,NA,1889,NA,46.513529,9.860877,NA,NA,NA,NA,3,0.21,3.53,1.33,0.29,1.126316,0.209634,0.747498,0.252502
Trifolium alpinum,5888850321,1884,7,17,1884-07-17T00:00,199,46.473917,9.512632,1990,NA,NA,1990m,11,0.42,3.97,1.58,0.57,1.21831,0.24169,0.803223,0.196777
Trifolium alpinum,5888850328,1932,6,21,1932-06-21T00:00,173,46.428116,9.747913,1820,NA,460,1820m,15,0.73,4.79,1.89,0.62,0.890625,0.328818,0.878098,0.121902
Trifolium alpinum,5888850329,1881,8,3,1881-08-03T00:00,215,46.574894,8.816171,2600,NA,773,2600m,10,0.2,3.105,1.2149999999999999,0.35,1.1916665,0.3061745,0.8550245000000001,0.1449755
Trifolium alpinum,5888850330,1913,6,4,1913-06-04T00:00,155,46.862413,10.006122,1700,NA,353,1700m,8,0.37,3.665,1.385,0.49,0.7868634999999999,0.3938615,0.901887,0.098113
Trifolium alpinum,5888850331,2005,7,19,2005-07-19T00:00,200,46.731362,10.191137,2100,NA,NA,2100m,2,0.5800000000000001,5.25,2.1399999999999997,0.525,1.863198,0.2969565,0.8640114999999999,0.1359885
Trifolium alpinum,5888850335,1880,7,16,1880-07-16T00:00,198,46.465278,9.503967,2200,NA,NA,2200m,13,0.29,4.03,1.56,0.42,0.757246,0.226984,0.779659,0.220341
Trifolium alpinum,5888850336,1921,8,10,1921-08-10T00:00,222,46.866725,10.031874,NA,NA,851,NA,6,0.26,3.12,1.2650000000000001,0.345,1.104699,0.3552315,0.9080715,0.0919285
Trifolium alpinum,5888850341,1897,8,NA,1897-08,NA,46.625514,9.747078,NA,NA,1686,NA,11,0.3,3.98,1.33,0.47,0.707965,0.239797,0.706617,0.293383
Trifolium alpinum,5888850342,1892,7,10,1892-07-10T00:00,192,46.905522,9.865846,1900,NA,607,1900m,27,0.25,3.22,1.15,0.41,1.02439,0.305714,0.825316,0.174684
Trifolium alpinum,5888850345,1922,7,21,1922-07-21T00:00,202,46.612004,9.512109,NA,NA,270,NA,1,0.99,7.11,2.17,0.74,0.684358,0.247418,0.815128,0.184872
Trifolium alpinum,5888850346,1909,7,NA,1909-07,NA,46.378203,9.706031,NA,NA,2301,NA,2,0.31,2.88,1.08,0.47,0.7337290000000001,0.4710655,0.9224155,0.0775845
Trifolium alpinum,5888850348,2005,7,9,2005-07-09T00:00,190,46.61523,8.686423,2250,NA,NA,2250m,6,1.405,9,2.92,0.81,0.64554,0.22322350000000002,0.7778685000000001,0.2221315
Trifolium alpinum,5888850349,1913,6,5,1913-06-05T00:00,156,46.85462,9.881246,1320,NA,258,1320m,11,0.36,3.61,1.37,0.45,1.224,0.275086,0.82675,0.17325
Trifolium alpinum,5888850351,1907,NA,NA,1907,NA,46.618259,9.181111,1255,NA,1280,1700m,21,0.68,5,2.02,0.55,1.351485,0.314531,0.877398,0.122602
Trifolium alpinum,5888850353,1891,7,11,1891-07-11T00:00,192,46.729332,9.852207,NA,NA,5564,NA,1,0.78,6.82,2.6,0.64,3.039683,0.210356,0.762219,0.237781
Trifolium alpinum,5888850354,1887,8,7,1887-08-07T00:00,219,46.580001,8.790722,1920,NA,358,1920m,22,0.305,3.585,1.385,0.4,0.8739075,0.30813500000000005,0.8756255,0.1243745
Trifolium alpinum,5888850355,1907,7,17,1907-07-17T00:00,198,46.463328,9.199804,NA,NA,NA,1750m,6,0.32,4.529999999999999,1.74,0.435,1.1574815,0.2834905,0.8400065,0.1599935
Trifolium alpinum,5888850358,1924,6,NA,1924-06,NA,46.508925,9.884216,NA,NA,NA,NA,6,0.56,5.07,1.9449999999999998,0.54,0.8750015,0.228081,0.759288,0.24071199999999998
Trifolium alpinum,5888850359,1923,8,NA,1923-08,NA,46.388647,9.782994,NA,NA,4034,NA,4,0.505,5.380000000000001,1.96,0.51,1.2386585,0.254724,0.791416,0.208584
Trifolium alpinum,5888850361,1901,6,20,1901-06-20T00:00,171,46.81067,9.837642,NA,NA,545,1600m,11,0.89,5.68,2.39,0.7,1.043165,0.281683,0.807926,0.192074
Trifolium alpinum,5888850362,1891,6,NA,1891-06,NA,46.329778,10.071129000000001,NA,NA,338,NA,19,0.59,4.82,1.95,0.62,0.963504,0.316656,0.860071,0.139929
Trifolium alpinum,5888850364,1868,7,23,1868-07-23T00:00,205,46.492403,9.901711,NA,NA,NA,NA,19,0.83,6.15,2.27,0.55,0.948276,0.283676,0.887783,0.112217
Trifolium alpinum,5888850366,1857,NA,NA,1857,NA,46.582776,9.845175,NA,NA,4530,NA,2,0.675,5.84,2.575,0.525,1.0562684999999998,0.24491000000000002,0.8798345000000001,0.12016550000000001
Trifolium alpinum,5888850369,1908,6,29,1908-06-29T00:00,181,46.525554,9.899134,2451,NA,1589,NA,16,1.1400000000000001,8.754999999999999,2.455,0.98,0.852734,0.2737515,0.7834505,0.2165495
Trifolium alpinum,5888850373,1918,7,25,1918-07-25T00:00,206,46.215435,9.205024,1700,NA,627,1700m,9,0.93,5.87,2.31,0.64,0.738506,0.25547,0.735563,0.264437
Trifolium alpinum,5888850374,1886,8,NA,1886-08,NA,46.332765,10.094496,2491,NA,1059,NA,33,0.74,5.97,2.05,0.79,0.836364,0.243412,0.74899,0.25101
Trifolium alpinum,5888850376,1906,6,28,1906-06-28T00:00,179,46.674274,8.858865,NA,NA,NA,NA,4,0.315,3.5949999999999998,1.34,0.505,1.360119,0.2796715,0.7022299999999999,0.29777
Trifolium alpinum,5888850378,1903,7,27,1903-07-27T00:00,208,46.703214,10.147626,NA,NA,645,NA,2,1.51,7.34,2.355,1.105,1.958977,0.309933,0.805912,0.194088
Trifolium alpinum,5888850379,1862,7,2,1862-07-02T00:00,183,46.574309,8.801179,NA,NA,NA,NA,6,0.185,2.55,0.98,0.36,1.171822,0.28252,0.8237875,0.1762125
Trifolium alpinum,5888850380,1913,7,4,1913-07-04T00:00,185,46.489653,9.852405,1819,NA,497,NA,7,1.38,8.49,2.88,0.84,0.869565,0.29544,0.831335,0.168665
Trifolium alpinum,5888850384,1911,7,19,1911-07-19T00:00,200,46.411162,10.021791,2320,NA,NA,2320m,3,0.15,2.38,0.93,0.28,0.396552,0.373254,0.910087,0.089913
Trifolium alpinum,5888850386,1916,7,19,1916-07-19T00:00,201,46.543271,9.513019,NA,NA,867,NA,4,0.675,4.6,1.795,0.685,1.3358515,0.290229,0.7304575,0.2695425
Trifolium alpinum,5888850387,1911,8,9,1911-08-09T00:00,221,46.697351,10.369924,2000,NA,578,2000m,5,0.32,4.12,1.51,0.59,1.095541,0.239573,0.799224,0.200776
Trifolium alpinum,5888850389,1878,7,NA,1878-07,NA,46.809754,9.836601,NA,NA,685,NA,4,0.64,5.805,2.415,0.595,1.4639134999999999,0.231703,0.7488265000000001,0.2511735
Trifolium alpinum,5888850391,1891,6,NA,1891-06,NA,46.329778,10.071129000000001,NA,NA,338,NA,30,1.125,8.004999999999999,2.8049999999999997,0.675,0.8130124999999999,0.2393335,0.8518304999999999,0.1481695
Trifolium alpinum,5888850393,1910,8,8,1910-08-08T00:00,220,46.944545,10.316454,NA,NA,617,NA,11,0.52,4.8,1.93,0.59,0.946667,0.227609,0.784413,0.215587
Trifolium alpinum,5888850396,1884,7,30,1884-07-30T00:00,212,46.440399,9.549898,1970,NA,1178,1970m,8,0.29000000000000004,3.375,1.155,0.485,1.140873,0.2729425,0.7385315,0.2614685
Trifolium alpinum,5888850397,1920,7,6,1920-07-06T00:00,188,46.804924,10.252924,NA,NA,NA,NA,3,0.54,5.84,2.3,0.64,0.671975,0.292217,0.804954,0.195046
Trifolium alpinum,5888850400,1919,6,28,1919-06-28T00:00,179,46.460199,9.795561,NA,NA,NA,NA,3,1.61,8.75,3.07,0.88,0.487572,0.449491,0.942602,0.057398
Trifolium alpinum,5888850403,1909,NA,NA,1909,NA,46.535397,9.613056,NA,NA,14232,NA,11,0.65,5.51,2.11,0.62,1.254417,0.257469,0.791139,0.208861
Trifolium alpinum,5888850404,1915,6,5,1915-06-05T00:00,156,46.48336,9.829763,NA,NA,249,NA,6,0.69,4.615,1.9500000000000002,0.625,1.79548,0.3840725,0.910506,0.08949399999999999
Trifolium alpinum,5888850405,1897,7,30,1897-07-30T00:00,211,46.449325,9.497665,NA,NA,NA,NA,2,0.315,2.85,1.25,0.375,1.153979,0.429068,0.9467775,0.05322249999999999
Trifolium alpinum,5888850406,1933,7,19,1933-07-19T00:00,200,46.397768,9.76587,2200,NA,763,2200m,3,0.25,3.25,1.37,0.33,1.460993,0.279651,0.931748,0.068252
Trifolium alpinum,5888850410,1907,7,14,1907-07-14T00:00,195,46.492051,9.902019,NA,NA,NA,NA,10,0.6,5.305,2.2750000000000004,0.595,1.0428790000000001,0.3158295,0.8941079999999999,0.105892
Trifolium alpinum,5888850412,1904,8,3,1904-08-03T00:00,216,46.770208,9.73332,NA,NA,NA,NA,16,0.475,4.535,1.795,0.5349999999999999,1.361842,0.21591,0.7711570000000001,0.22884300000000002
Trifolium alpinum,5888850413,1879,8,29,1879-08-29T00:00,241,46.410932,10.027651,NA,NA,NA,NA,1,0.6,4.51,1.97,0.51,1.969925,0.372482,0.906523,0.093477
Trifolium alpinum,5888850419,1870,NA,NA,1870,NA,46.760469,9.556814,NA,NA,NA,NA,2,1.665,7.85,2.505,1.35,0.9092595,0.307233,0.768288,0.231712
Trifolium alpinum,5888850420,1964,6,18,1964-06-18T00:00,170,46.60641,9.401956,1830,NA,182,1830m,22,0.565,5.9350000000000005,2.365,0.51,0.5019830000000001,0.2369655,0.857329,0.142671
Trifolium alpinum,5888850421,1832,NA,NA,1832,NA,46.800357,9.832099,NA,NA,NA,NA,16,0.75,5.305,2.0700000000000003,0.6799999999999999,0.8304445,0.3163815,0.8420325,0.15796749999999998
Trifolium alpinum,5888850422,1916,8,9,1916-08-09T00:00,222,46.545211,9.209951,NA,NA,455,NA,7,1.88,10.54,3.36,1.08,1.27551,0.21624,0.712087,0.287913
Trifolium alpinum,5888850423,1901,6,29,1901-06-29T00:00,180,46.705557,10.159378,NA,NA,2233,NA,2,0.51,5.76,1.625,0.645,1.134565,0.183144,0.7300800000000001,0.26992
Trifolium alpinum,5888850424,1930,8,21,1930-08-21T00:00,233,46.618351,8.973543,2150,NA,3194,2150m,2,0.84,5.09,1.9300000000000002,0.77,0.95383,0.32447950000000003,0.8840885,0.1159115
Trifolium alpinum,5888850428,1865,8,NA,1865-08,NA,46.800955,9.830574,NA,NA,NA,NA,1,1.88,9.19,4.23,0.72,0.257956,0.279755,0.961216,0.038784
Trifolium alpinum,5888850431,1840,8,14,1840-08-14T00:00,227,46.488005,9.178787,NA,NA,2692,NA,32,0.7250000000000001,6.065,2.425,0.575,0.857864,0.228152,0.82379,0.17621
Trifolium alpinum,5888850432,1891,7,NA,1891-07,NA,46.33035,10.070908,NA,NA,338,NA,27,1.14,8.87,2.47,1.02,0.880223,0.189762,0.664845,0.335155
Trifolium alpinum,5888850434,1918,8,18,1918-08-18T00:00,230,46.410949,10.027588,2300,NA,NA,2300m,24,0.68,4.92,2.065,0.545,0.7892975,0.3487405,0.9213979999999999,0.078602
Trifolium alpinum,5888850435,1920,8,14,1920-08-14T00:00,227,46.83264,9.70635,1770,NA,370,1770m,1,0.45,4.7,1.83,0.59,0.955357,0.259089,0.6613,0.3387
Trifolium alpinum,5888850438,1906,7,31,1906-07-31T00:00,212,46.492716,9.902502,NA,NA,NA,NA,8,0.665,5.02,2.0149999999999997,0.62,1.385412,0.309963,0.802583,0.197417
Trifolium alpinum,5888850439,1886,8,NA,1886-08,NA,46.333576,10.099173,NA,NA,NA,NA,18,1.235,8.245,2.4299999999999997,0.755,1.039291,0.230549,0.802756,0.197244
Trifolium alpinum,5888850441,2005,7,12,2005-07-12T00:00,193,46.494051,9.224986,2270,NA,NA,2270m,2,0.3,3.535,1.455,0.375,1.1242334999999999,0.3072585,0.874682,0.12531799999999998
Trifolium alpinum,5888850448,1928,8,10,1928-08-10T00:00,223,46.524732,9.904487,2520,NA,NA,2520m,6,0.7949999999999999,7.65,2.23,0.7150000000000001,0.988095,0.204752,0.7776434999999999,0.2223565
Trifolium alpinum,5888850449,1923,6,28,1923-06-28T00:00,179,46.530819,9.838674,NA,NA,1427,NA,11,1.06,7.16,2.74,0.67,1.16055,0.285181,0.900139,0.099861
Trifolium alpinum,5888850450,1945,5,15,1945-05-15T00:00,135,46.779567,9.910311,NA,NA,5742,NA,13,0.37,3.88,1.46,0.46,0.907692,0.304903,0.864992,0.135008
Trifolium alpinum,5888850451,1886,8,NA,1886-08,NA,46.332765,10.094496,2491,NA,1059,NA,11,0.82,6.93,2.97,0.62,1.079137,0.243164,0.820282,0.179718
Trifolium alpinum,5888850452,1920,7,4,1920-07-04T00:00,186,46.856974,9.664624,1960,NA,333,1960m,15,0.6,4.86,1.83,0.58,0.804545,0.28963,0.821673,0.178327
Trifolium alpinum,5888850457,1961,7,10,1961-07-10T00:00,191,46.489043,9.922297,1500,NA,517,1500m,2,0.21000000000000002,2.58,0.9750000000000001,0.43000000000000005,0.733283,0.402021,0.844606,0.15539399999999998
Trifolium alpinum,5888850458,1984,7,29,1984-07-29T00:00,211,46.746382,9.576532,1885,35,241,1850-1920m,6,0.7050000000000001,6.335,1.81,0.7150000000000001,1.040094,0.23844300000000002,0.7863175,0.2136825
